177.0,1.51905,14.0,2.39,1.56,72.37,0.0,9.57,0.0,0.0,6.0
178.0,1.51937,13.79,2.41,1.19,72.76,0.0,9.77,0.0,0.0,6.0
179.0,1.51829,14.46,2.24,1.62,72.38,0.0,9.26,0.0,0.0,6.0
180.0,1.51852,14.09,2.19,1.66,72.67,0.0,9.32,0.0,0.0,6.0
181.0,1.51299,14.4,1.74,1.54,74.55,0.0,7.59,0.0,0.0,6.0
182.0,1.51888,14.99,0.78,1.74,72.5,0.0,9.95,0.0,0.0,6.0
183.0,1.51916,14.15,0.0,2.09,72.74,0.0,10.88,0.0,0.0,6.0
184.0,1.51969,14.56,0.0,0.56,73.48,0.0,11.22,0.0,0.0,6.0
185.0,1.51115,17.38,0.0,0.34,75.41,0.0,6.65,0.0,0.0,6.0

