2.0,1.51761,13.89,3.6,1.36,72.73,0.48,7.83,0.0,0.0,1.0
3.0,1.51618,13.53,3.55,1.54,72.99,0.39,7.78,0.0,0.0,1.0
4.0,1.51766,13.21,3.69,1.29,72.61,0.57,8.22,0.0,0.0,1.0
5.0,1.51742,13.27,3.62,1.24,73.08,0.55,8.07,0.0,0.0,1.0
6.0,1.51596,12.79,3.61,1.62,72.97,0.64,8.07,0.0,0.26,1.0
7.0,1.51743,13.3,3.6,1.14,73.09,0.58,8.17,0.0,0.0,1.0
8.0,1.51756,13.15,3.61,1.05,73.24,0.57,8.24,0.0,0.0,1.0
9.0,1.51918,14.04,3.58,1.37,72.08,0.56,8.3,0.0,0.0,1.0
10.0,1.51755,13.0,3.6,1.36,72.99,0.57,8.4,0.0,0.11,1.0
11.0,1.51571,12.72,3.46,1.56,73.2,0.67,8.09,0.0,0.24,1.0
12.0,1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0.0,0.0,1.0
13.0,1.51589,12.88,3.43,1.4,73.28,0.69,8.05,0.0,0.24,1.0
14.0,1.51748,12.86,3.56,1.27,73.21,0.54,8.38,0.0,0.17,1.0
15.0,1.51763,12.61,3.59,1.31,73.29,0.58,8.5,0.0,0.0,1.0
16.0,1.51761,12.81,3.54,1.23,73.24,0.58,8.39,0.0,0.0,1.0
17.0,1.51784,12.68,3.67,1.16,73.11,0.61,8.7,0.0,0.0,1.0
18.0,1.52196,14.36,3.85,0.89,71.36,0.15,9.15,0.0,0.0,1.0
19.0,1.51911,13.9,3.73,1.18,72.12,0.06,8.89,0.0,0.0,1.0
20.0,1.51735,13.02,3.54,1.69,72.73,0.54,8.44,0.0,0.07,1.0
21.0,1.5175,12.82,3.55,1.49,72.75,0.54,8.52,0.0,0.19,1.0
22.0,1.51966,14.77,3.75,0.29,72.02,0.03,9.0,0.0,0.0,1.0
23.0,1.51736,12.78,3.62,1.29,72.79,0.59,8.7,0.0,0.0,1.0
24.0,1.51751,12.81,3.57,1.35,73.02,0.62,8.59,0.0,0.0,1.0
