164.0,1.51514,14.01,2.68,3.5,69.89,1.68,5.87,2.2,0.0,5.0
165.0,1.51915,12.73,1.85,1.86,72.69,0.6,10.09,0.0,0.0,5.0
166.0,1.52171,11.56,1.88,1.56,72.86,0.47,11.41,0.0,0.0,5.0
167.0,1.52151,11.03,1.71,1.56,73.44,0.58,11.62,0.0,0.0,5.0
168.0,1.51969,12.64,0.0,1.65,73.75,0.38,11.53,0.0,0.0,5.0
169.0,1.51666,12.86,0.0,1.83,73.88,0.97,10.17,0.0,0.0,5.0
170.0,1.51994,13.27,0.0,1.76,73.03,0.47,11.32,0.0,0.0,5.0
171.0,1.52369,13.44,0.0,1.58,72.22,0.32,12.24,0.0,0.0,5.0
172.0,1.51316,13.02,0.0,3.04,70.48,6.21,6.96,0.0,0.0,5.0
173.0,1.51321,13.0,0.0,3.02,70.7,6.21,6.93,0.0,0.0,5.0
174.0,1.52043,13.38,0.0,1.4,72.25,0.33,12.5,0.0,0.0,5.0
175.0,1.52058,12.85,1.61,2.17,72.18,0.76,9.7,0.24,0.51,5.0
176.0,1.52119,12.97,0.33,1.51,73.39,0.13,11.27,0.0,0.28,5.0
