71.0,1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0.0,0.12,2.0
72.0,1.51848,13.64,3.87,1.27,71.96,0.54,8.32,0.0,0.32,2.0
73.0,1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0.0,0.0,2.0
74.0,1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0.0,0.0,2.0
75.0,1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0.0,0.0,2.0
76.0,1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0.0,0.0,2.0
77.0,1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0.0,0.0,2.0
78.0,1.51627,13.0,3.58,1.54,72.83,0.61,8.04,0.0,0.0,2.0
79.0,1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0.0,0.14,2.0
80.0,1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0.0,0.0,2.0
81.0,1.51592,12.86,3.52,2.12,72.66,0.69,7.97,0.0,0.0,2.0
82.0,1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0.0,0.0,2.0
83.0,1.51646,13.41,3.55,1.25,72.81,0.68,8.1,0.0,0.0,2.0
84.0,1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0.0,0.09,2.0
85.0,1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0.0,0.0,2.0
86.0,1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0.0,0.0,2.0
87.0,1.51569,13.24,3.49,1.47,73.25,0.38,8.03,0.0,0.0,2.0
88.0,1.51645,13.4,3.49,1.52,72.65,0.67,8.08,0.0,0.1,2.0
89.0,1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0.0,0.0,2.0
90.0,1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0.0,0.09,2.0
91.0,1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0.0,0.22,2.0
92.0,1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0.0,0.0,2.0
93.0,1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0.0,0.19,2.0
94.0,1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0.0,0.0,2.0
95.0,1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0.0,0.0,2.0
96.0,1.5186,13.36,3.43,1.43,72.26,0.51,8.6,0.0,0.0,2.0
97.0,1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0.0,0.15,2.0
98.0,1.51743,12.2,3.25,1.16,73.55,0.62,8.9,0.0,0.24,2.0
99.0,1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0.0,0.0,2.0
100.0,1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0.0,2.0
101.0,1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,2.0
102.0,1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0.0,0.0,2.0
103.0,1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0.0,0.2,2.0
104.0,1.52725,13.8,3.15,0.66,70.57,0.08,11.64,0.0,0.0,2.0
105.0,1.5241,13.83,2.9,1.17,71.15,0.08,10.79,0.0,0.0,2.0
106.0,1.52475,11.45,0.0,1.88,72.19,0.81,13.24,0.0,0.34,2.0
107.0,1.53125,10.73,0.0,2.1,69.81,0.58,13.3,3.15,0.28,2.0
108.0,1.53393,12.3,0.0,1.0,70.16,0.12,16.19,0.0,0.24,2.0
109.0,1.52222,14.43,0.0,1.0,72.67,0.1,11.52,0.0,0.08,2.0
110.0,1.51818,13.72,0.0,0.56,74.45,0.0,10.99,0.0,0.0,2.0
111.0,1.52664,11.23,0.0,0.77,73.21,0.0,14.68,0.0,0.0,2.0
112.0,1.52739,11.02,0.0,0.75,73.08,0.0,14.96,0.0,0.0,2.0
113.0,1.52777,12.64,0.0,0.67,72.02,0.06,14.4,0.0,0.0,2.0
114.0,1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0.0,0.14,2.0
115.0,1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0.0,0.0,2.0
116.0,1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0.0,0.0,2.0
117.0,1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0.0,0.1,2.0
118.0,1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0.0,0.0,2.0
119.0,1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0.0,0.29,2.0
120.0,1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0.0,0.0,2.0
121.0,1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0.0,0.0,2.0
122.0,1.51663,12.93,3.54,1.62,72.96,0.64,8.03,0.0,0.21,2.0
123.0,1.51687,13.23,3.54,1.48,72.84,0.56,8.1,0.0,0.0,2.0
124.0,1.51707,13.48,3.48,1.71,72.52,0.62,7.99,0.0,0.0,2.0
125.0,1.52177,13.2,3.68,1.15,72.75,0.54,8.52,0.0,0.0,2.0
126.0,1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0.0,0.12,2.0
127.0,1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0.0,0.0,2.0
128.0,1.52081,13.78,2.28,1.43,71.99,0.49,9.85,0.0,0.17,2.0
129.0,1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,2.0
130.0,1.5202,13.98,1.35,1.63,71.76,0.39,10.56,0.0,0.18,2.0
131.0,1.52177,13.75,1.01,1.36,72.19,0.33,11.14,0.0,0.0,2.0
132.0,1.52614,13.7,0.0,1.36,71.24,0.19,13.44,0.0,0.1,2.0
133.0,1.51813,13.43,3.98,1.18,72.49,0.58,8.15,0.0,0.0,2.0
