0.4629,0.40674,0.30622,0.4881,0.17517,0.35655,0.43955,0.24678,1.3735,1.572,0.35409,0.54348,0.55874,1.8388,1.2283,0.16732,2.0915,2.1633,0.55504,0.30259,1.1681,0.85282,1.9628,0.621,0.43738,1.6277,0.5087,0.54066,0.43575,0.36464,0.3174,0.59273,0.11196,0.2368,0.36235,0.21793,0.55392,0.44858,0.31469,0.11737,0.51571,0.95905,0.72542,0.20101,0.28362,0.66927,0.36559,0.6587,0.53289,0.82941,0.49074,0.82088,0.42386,0.60341,0.31305,0.91588,0.59155,0.2514,0.41505,0.53821,0.69503,0.43974,0.20772,0.28118,0.28057,0.19755,0.58747,0.21883,0.3359,0.74708,1.1987,0.29671,0.29314,1.0259,0.70403,0.26951,1.4605,0.21172,0.64253,0.34905,0.23269,1.045,1.0429,0.18489,0.57772,0.34624,0.70836,0.99378,0.96254,0.858,0.51968,0.40309,0.18922,0.36413,0.26191,0.10201,1.6691,0.080098,0.14462,0.1064,1
0.37057,0.30643,0.23971,0.47636,0.1759,0.35376,0.47607,0.25889,1.339,1.6771,0.27832,0.59866,0.48934,1.8998,1.2365,0.21485,1.9884,1.9586,0.57081,0.2682,1.0482,0.88447,1.8417,0.53263,0.30978,1.55,0.4191,0.55573,0.39943,0.22112,0.39114,0.50502,0.13939,0.23326,0.38203,0.17279,0.44812,0.39357,0.32788,0.21385,0.48641,0.84827,0.61604,0.24398,0.37018,0.60365,0.36937,0.54483,0.48483,0.84555,0.49315,0.7722,0.46994,0.46805,0.19556,0.88159,0.42744,0.261,0.30278,0.42343,0.61979,0.43091,0.32782,0.29312,0.26695,0.20928,0.54029,0.3113,0.21731,0.59201,1.6108,0.25901,0.25275,0.81691,0.8702,0.25416,1.9551,0.2664,0.81799,0.31536,0.20723,0.8368,0.88757,0.15316,0.76233,0.35061,0.90237,1.2597,0.80585,0.66927,0.61495,0.49468,0.18114,0.44683,0.16422,0.16359,2.2322,0.23817,0.18637,0.12637,1
0.46155,0.27898,0.20661,0.74434,0.15213,0.24764,0.30429,0.17036,1.0475,1.1936,0.26699,0.86269,0.40312,1.3082,0.89047,0.18736,1.3755,1.3581,0.34021,0.21337,0.8642,0.66216,1.2678,0.46289,0.2082,1.0847,0.21726,0.43264,0.3307,0.21089,0.582,0.46767,0.071201,0.2331,0.5537,0.16523,0.22833,0.28891,0.2481,0.25759,0.41827,0.68416,0.47592,0.20805,0.68263,0.39908,0.5392,0.44302,0.39344,0.47575,0.31425,0.53673,0.35179,0.39883,0.15776,0.49587,0.20537,0.5836,0.26639,0.35047,0.43876,0.32482,0.60427,0.84446,0.80639,0.51145,0.36191,0.63691,0.22556,0.49359,1.6151,0.91463,0.26454,0.56297,1.9924,0.21736,1.898,0.1749,1.9054,0.54273,0.2199,0.64347,0.61945,0.44228,1.7082,0.23292,1.9619,1.3359,0.5768,0.53724,1.4853,1.2518,0.37769,0.48656,0.088848,0.10814,2.1421,0.23362,0.17547,0.099903,1
0.37515,0.28732,0.24113,0.42681,0.20586,0.20877,0.28375,0.15257,1.2138,1.5101,0.35293,0.49247,0.48864,1.6738,1.1387,0.16224,1.7556,1.7478,0.34552,0.21982,0.90334,0.73608,1.6858,0.52218,0.54702,1.4814,0.67871,0.40594,0.40419,0.43236,0.50211,0.45242,0.16275,0.23452,0.51876,0.22796,0.80151,0.23173,0.2924,0.1622,0.44183,0.74886,0.74415,0.20984,0.465,0.47802,0.51154,0.70565,0.56624,0.81999,0.3001,0.81201,0.47814,0.63114,0.31759,0.74634,0.76965,0.25683,0.19754,0.48749,0.59557,0.39692,0.30317,0.3784,0.30411,0.32099,0.42508,0.40069,0.16994,0.58161,1.3495,0.36942,0.20887,0.75502,1.1255,0.27822,1.6499,0.19542,1.0728,0.42628,0.18032,0.79945,0.78812,0.31806,0.93777,0.31159,1.0561,1.1422,0.70981,0.67643,0.8192,0.6737,0.21406,0.70198,0.23014,0.12979,1.9517,0.16877,0.1368,0.11647,1
0.11385,0.10841,0.086275,0.21995,0.050794,0.11616,0.1884,0.069726,0.70593,0.81595,0.18355,0.34164,0.27435,0.97763,0.74385,0.14702,1.1081,1.1372,0.28083,0.2149,0.58328,0.51839,1.0546,0.2943,0.46041,0.93916,0.59996,0.33127,0.2242,0.34451,0.91091,0.27061,0.019422,0.15424,0.87466,0.11608,0.69767,0.15014,0.16669,0.21351,0.24326,0.4682,0.25704,0.15446,0.83583,0.32512,0.86524,0.36602,0.35318,0.40233,0.17969,0.41734,0.23585,0.4111,0.24611,0.40781,0.67153,0.58073,0.098849,0.22383,0.2157,0.18394,0.62996,0.70648,0.67332,0.57964,0.18607,0.70211,0.05477,0.32638,3.0388,0.69455,0.12051,0.42671,2.8576,0.1512,3.4177,0.11047,2.7525,0.79653,0.071665,0.42925,0.39178,0.55063,2.5137,0.14063,2.8142,2.7639,0.34583,0.3319,2.1875,1.7295,0.44076,0.31023,0.13955,0.10819,3.9177,0.24652,0.079653,0.01275,1
0.23363,0.11729,0.059205,0.28428,0.047048,0.22036,0.28299,0.16246,0.91709,1.0457,0.14034,0.33905,0.43039,1.1098,0.878,0.13958,1.2019,1.2753,0.33944,0.25192,0.71961,0.69915,1.2084,0.43137,0.53972,1.0637,0.70172,0.43866,0.38541,0.3558,0.86446,0.41594,0.10008,0.17912,0.82217,0.063537,0.77697,0.16722,0.30942,0.19171,0.37302,0.56367,0.46461,0.19899,0.90066,0.38675,0.78908,0.46732,0.26106,0.55609,0.20395,0.53432,0.19224,0.41263,0.20678,0.6033,0.75702,0.94278,0.14457,0.23965,0.38159,0.2946,1.1558,1.2999,1.1542,0.81227,0.30646,0.87743,0.12497,0.52132,2.6889,1.2571,0.25794,0.62473,4.1462,0.18435,2.8827,0.17461,4.1453,0.69186,0.17783,0.63479,0.62532,0.76232,3.8409,0.22117,4.0606,2.5279,0.64092,0.60976,3.2405,2.5034,0.66517,0.57205,0.14315,0.1344,3.0671,0.13826,0.055678,0.12355,1
0.56668,0.47035,0.37739,0.66902,0.318,0.46649,0.68164,0.2966,2.593,2.9748,0.37147,0.76181,0.99487,3.2637,2.1783,0.26581,3.4358,3.4288,0.90691,0.45092,2.1362,1.531,3.2099,0.98606,0.1417,2.7845,0.15089,0.93198,0.87374,0.12132,0.11345,0.92859,0.2771,0.334,0.11131,0.15713,0.16318,0.76964,0.65484,0.10452,0.86558,1.7569,1.2926,0.44494,0.12448,1.1074,0.11861,1.2837,0.92998,1.5954,0.94785,1.62,0.74658,1.1528,0.10042,1.682,0.15803,0.15672,0.55913,0.5993,1.2102,0.7752,0.12576,0.14424,0.14381,0.10898,1.099,0.12192,0.37289,1.2863,0.58279,0.14492,0.16558,1.8521,0.35706,0.34062,0.63934,0.53029,0.31924,0.13017,0.17777,1.951,1.8915,0.1081,0.27535,0.6558,0.35797,0.4899,1.7153,1.5168,0.23735,0.20963,0.1481,1.1298,0.082764,0.18202,0.69284,0.049109,0.3149,0.13692,1
0.62766,0.52369,0.42902,0.72786,0.31846,0.46655,0.61206,0.37377,1.9519,2.1857,0.51272,0.7609,0.77232,2.4849,1.7372,0.15846,2.6794,2.7082,0.7717,0.43331,1.6697,1.2623,2.4823,0.83579,0.29401,2.1488,0.36842,0.78299,0.65606,0.21615,0.16073,0.79114,0.23498,0.18484,0.16192,0.34943,0.41925,0.49145,0.50865,0.10449,0.67878,1.4565,1.014,0.32335,0.15705,0.91269,0.1512,1.0081,0.79869,1.3438,0.65166,1.3448,0.63175,0.9479,0.16615,1.3675,0.42579,0.075428,0.37358,0.68785,0.95547,0.55619,0.12238,0.12588,0.1004,0.094063,0.83724,0.13367,0.29664,1.0254,0.99918,0.11783,0.27143,1.4081,0.42706,0.22111,1.1235,0.32905,0.43407,0.124,0.25306,1.455,1.4114,0.063691,0.40665,0.44407,0.3779,0.77806,1.2903,1.135,0.31802,0.21921,0.028732,0.95622,0.12736,0.12487,1.2146,0.07661,0.21326,0.30741,1
0.38181,0.24738,0.20316,0.54395,0.12203,0.26748,0.40345,0.16651,1.2549,1.4338,0.32223,0.67596,0.5117,1.6418,1.071,0.099394,1.7749,1.7721,0.51412,0.19514,1.0881,0.76787,1.574,0.49479,0.13944,1.346,0.16481,0.41544,0.47701,0.11367,0.82787,0.50029,0.10735,0.10415,0.83043,0.24658,0.17732,0.3766,0.37539,0.21726,0.47827,0.93276,0.67673,0.26207,0.78568,0.57271,0.81155,0.61616,0.53942,0.80776,0.45256,0.86289,0.46415,0.58092,0.10256,0.78336,0.16919,0.66202,0.26062,0.45886,0.63917,0.39791,0.85261,0.9814,0.87011,0.68214,0.55656,0.73952,0.17683,0.62185,1.1515,0.98025,0.31328,0.74712,3.0717,0.13378,1.3102,0.21556,3.0165,0.72934,0.26874,0.79624,0.85038,0.65235,2.7058,0.29724,2.8691,0.9887,0.85128,0.74748,2.2922,1.8565,0.43418,0.56285,0.09491,0.097083,1.3965,0.27138,0.15856,0.07894,1
0.45594,0.38635,0.28472,0.50949,0.15811,0.30184,0.39786,0.22624,1.1215,1.3112,0.23785,0.53305,0.44757,1.5292,1.0968,0.15148,1.6393,1.622,0.5329,0.29836,0.99555,0.81244,1.5179,0.46598,0.15691,1.3529,0.16379,0.53817,0.39841,0.1532,0.66495,0.47547,0.061648,0.16384,0.70336,0.12768,0.18017,0.25443,0.32864,0.089916,0.45671,0.87912,0.49389,0.24273,0.6391,0.64051,0.65919,0.48028,0.43458,0.69307,0.35781,0.75428,0.36103,0.46984,0.12468,0.72301,0.18198,0.65682,0.1921,0.37913,0.49683,0.40239,0.80087,0.88654,0.83558,0.64607,0.45724,0.65045,0.16162,0.69898,0.96994,0.91208,0.27227,0.77404,3.0766,0.20512,1.1262,0.25509,2.9414,0.56362,0.2027,0.81336,0.82187,0.64131,2.6143,0.33579,2.9011,0.86699,0.80706,0.73986,2.2377,1.9286,0.4349,0.46389,0.092135,0.15521,1.2938,0.064827,0.079212,0.12093,1
